POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"2,895"
2. Rashodi od kamata i slicni rashodi,"1,345"
3. NETO PRIHODI OD KAMATA (1- 2),"1,550"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,208
6. Troskovi rezervisanja,-75
7. Prihodi od naknada i provizija,"1,644"
8. Rahodi naknada i provizija,969
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),675
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,146
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,221
15. Troskovi zaposlenih,"1,057"
16. Opsti i administrativni troskovi,"1,052"
17. Troskovi amortizacije,158
18. Ostali rashodi,51
19. Ostali prihodi,43
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),184
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),184
