,POZICIJA,IZNOS
PR 1.,Prihodi od kamata,"4,854"
,1) Depoziti,47
,2) Hartije od vrijednosti kupljene po ugovoru o ponovnoj prodaji,
,3) Krediti i poslovi lizinga,"4,743"
,4) Hartije od vrijednosti koje se drze do dospijeca,6
,5) Ostali prihodi od kamata,58
RA 1.,Rashodi kamata,"1,736"
,1) Depoziti,"1,498"
,2) HoV prodate uz obavezu ponovnog otkupa,
,3) Uzete pozajmice - dospjele obaveze,
,4) Obaveze po uzetim kreditima i ostalim pozajmicama,54
,5) Subordinisani dugovi I hibridni instrumenti,
,6) Ostali rashodi po kamatama,183
I.,NETO PRIHODI/RASHODI OD KAMATA (PR.1. - RA.1.),"3,118"
II.,Troskovi za gubitke po stavkama aktive,"2,573"
III.,NETO PRIHODI / RASHODI (I-II),545
PR 2.,Prihodi od naknada,"3,026"
,1) Naknade po kreditima,111
,2) Naknade po vanbilansnim poslovima,51
,3) Naknade za izvrsene usluge,741
,4) Ostale naknade,"2,123"
RA 2.,Rashodi od naknada,337
,1) Naknade po kreditima,10
,2) Naknade po vanbilansnim poslovima,
,3) Naknade za izvrsene usluge,115
,4) Ostale naknade,212
IV.,NETO PRIHODI / RASHODI OD NAKNADA (PR 2. - RA 2.),"2,689"
V.,NETO PRIHODI / RASHODI OD KAMATA I NAKNADA ( III+IV),"3,234"
PR 3.,Ostali prihodi,103
,1) Prihodi iz poslovanja sa devizama (neto),32
,2) Ponovna procjena prihoda/gubitaka iz poslovanja sa devizama (revalorizacija),-9
,3) Prihodi po osnovu trgovine hartija od vrijednosti (neto) i dobici/gubici hartija od vrijednosti raspolozivih za prodaju i onih koje se drze do dospijeca (ukljucujuci ulaganja u kapital),-239
,"4) Prihodi po osnovu trgovanja (neto) derivatima futures-forward, opcije,swap,drugim derivatima, trgovanja devizama spot-transakcije, i po osnovu kamatnih Swopova",
,5) Neto gubici/dobici od kastodi poslova,
,6) Ostali prihodi,319
RA 3.,Opsti i ostali troskovi,"3,837"
,1) Troskovi plata,"1,936"
,2) Troskovi poslovnog prostora i fiksne aktive,825
,3) Ostali troskovi,"1,076"
VI.,NETO PRIHODI / RASHODI PRIJE VANREDNIH STAVKI (V.+ PR3-RA3),-500
PR 4.,Vanredni prihodi,3
RA 4.,Vanredni rashodi,11
VII.,NETO OSTALI VANREDNI PRIHODI I RASHODI (PR 4. - RA 4.),-8
VIII.,NETO PRIHODI / RASHODI POSLE VANREDNIH STAVKI (VI+VII),-508
RA 5.,Porezi i doprinosi iz dobitka,41
IX.,NETO DOBITAK / GUBITAK (VIII- RA 5.),-549
