POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"2,612"
2. Rashodi od kamata i slicni rashodi,"1,206"
3. NETO PRIHODI OD KAMATA (1- 2),"1,406"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,102
6. Troskovi rezervisanja,-18
7. Prihodi od naknada i provizija,"1,007"
8. Rahodi naknada i provizija,436
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),571
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,27
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,3
15. Troskovi zaposlenih,"1,025"
16. Opsti i administrativni troskovi,941
17. Troskovi amortizacije,171
18. Ostali rashodi,34
19. Ostali prihodi,20
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),-228
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),-228
