,POZICIJA,IZNOS
PR 1.,Prihodi od kamata,"5,098"
,1) Depoziti,694
,2) Hartije od vrijednosti kupljene po ugovoru o ponovnoj prodaji,
,3) Krediti i lizing,"4,317"
,4) Hartije od vrijednosti koje se drze do dospijeca,0
,5) Ostali prihodi od kamata,87
RA 1.,Rashodi kamata,"1,138"
,1) Depoziti,882
,2) Hartije od vrijednosti prodate po ugovoru o rekupovini,
,3) Obaveze po uzetim kreditima i ostalim pozajmicama,
,4) Ostale pozajmice - dospjele obaveze,23
,5) Subordinisani dugovi,
,6) Ostali rashodi po kamatama,233
I.,NETO PRIHODI/RASHODI OD KAMATA (PR.1.-RA.1.),"3,960"
II.,Troskovi za gubitke,"2,512"
III.,NETO PRIHODI / RASHODI (I-II),"1,448"
PR 2.,Prihodi od naknada,"3,557"
,1) Naknade po kreditima,666
,2) Naknade po vanbilansnim poslovima,105
,3) Naknade za izvrsene usluge,"2,070"
,4) Ostale naknade,715
RA 2.,Rashodi od naknada,524
,1) Naknade po kreditima,
,2) Naknade po vanbilansnim poslovima,
,3) Naknade za izvrsene usluge,293
,4) Ostale naknade,231
IV.,NETO PRIHODI / RASHODI OD NAKNADA (PR 2. - RA 2.),"3,033"
V.,NETO PRIHODI / RASHODI OD KAMATA I NAKNADA ( III+IV),"4,481"
PR 3.,Ostali prihodi,"3,159"
,1) Prihodi iz poslovanja sa devizama (neto),85
,2) Prihodi iz kursnih razlika ( revalorizacija ),-102
,3) Prihodi po osnovu trgovine hartija od vrijednosti - neto dobitak / gubitak od hartija koje su raspolozive za prodaju ili se drze do dospijeca,"3,066"
,4) Ostali prihodi,110
RA 3.,Opsti troskovi,"4,709"
,1) Troskovi plata i doprinosa,"2,208"
,2) Troskovi poslovnog prostora i fiksne aktive,834
,3)Ostali troskovi,"1,667"
VI.,NETO PRIHODI / RASHODI PRIJE VANREDNIH STAVKI (V.+ PR3 - RA3),"2,931"
PR 4.,Vanredni prihodi,
RA 4.,Vanredni rashodi,4
VII.,NETO OSTALI VANREDNI PRIHODI I RASHODI (PR 4. - RA 4.),-4
VIII.,NETO PRIHODI / RASHODI POSLIJE VANREDNIH STAVKI (VI - VII),"2,927"
RA 5.,Porezi i doprinosi iz dobitka,242
IX.,NETO DOBITAK / GUBITAK (VIII - RA 5.),"2,685"
