,POZICIJA,IZNOS
PR 1.,Prihodi od kamata,"2,433"
,1) Depoziti,26
,2) Hartije od vrijednosti kupljene po ugovoru o ponovnoj prodaji,
,3) Krediti i poslovi lizinga,"2,376"
,4) Hartije od vrijednosti koje se drze do dospijeca,2
,5) Ostali prihodi od kamata,30
RA 1.,Rashodi kamata,856
,1) Depoziti,743
,2) HoV prodate uz obavezu ponovnog otkupa,
,3) Uzete pozajmice - dospjele obaveze,
,4) Obaveze po uzetim kreditima i ostalim pozajmicama,30
,5) Subordinisani dugovi I hibridni instrumenti,
,6) Ostali rashodi po kamatama,83
I.,NETO PRIHODI/RASHODI OD KAMATA (PR.1. - RA.1.),"1,577"
II.,Troskovi za gubitke po stavkama aktive,"1,204"
III.,NETO PRIHODI / RASHODI (I-II),373
PR 2.,Prihodi od naknada,"1,250"
,1) Naknade po kreditima,65
,2) Naknade po vanbilansnim poslovima,25
,3) Naknade za izvrsene usluge,338
,4) Ostale naknade,822
RA 2.,Rashodi od naknada,163
,1) Naknade po kreditima,7
,2) Naknade po vanbilansnim poslovima,
,3) Naknade za izvrsene usluge,49
,4) Ostale naknade,108
IV.,NETO PRIHODI / RASHODI OD NAKNADA (PR 2. - RA 2.),"1,087"
V.,NETO PRIHODI / RASHODI OD KAMATA I NAKNADA ( III+IV),"1,460"
PR 3.,Ostali prihodi,-297
,1) Prihodi iz poslovanja sa devizama (neto),19
,2) Ponovna procjena prihoda/gubitaka iz poslovanja sa devizama (revalorizacija),-67
,3) Prihodi po osnovu trgovine hartija od vrijednosti (neto) i dobici/gubici hartija od vrijednosti raspolozivih za prodaju i onih koje se drze do dospijeca (ukljucujuci ulaganja u kapital),-479
,"4) Prihodi po osnovu trgovanja (neto) derivatima futures-forward, opcije,swap,drugim derivatima, trgovanja devizama spot-transakcije, i po osnovu kamatnih Swopova",
,5) Neto gubici/dobici od kastodi poslova,
,6) Ostali prihodi,230
RA 3.,Opsti i ostali troskovi,"1,880"
,1) Troskovi plata,946
,2) Troskovi poslovnog prostora i fiksne aktive,444
,3) Ostali troskovi,490
VI.,NETO PRIHODI / RASHODI PRIJE VANREDNIH STAVKI (V.+ PR3-RA3),-718
PR 4.,Vanredni prihodi,3
RA 4.,Vanredni rashodi,10
VII.,NETO OSTALI VANREDNI PRIHODI I RASHODI (PR 4. - RA 4.),-8
VIII.,NETO PRIHODI / RASHODI POSLE VANREDNIH STAVKI (VI+VII),-725
RA 5.,Porezi i doprinosi iz dobitka,20
IX.,NETO DOBITAK / GUBITAK (VIII- RA 5.),-746
