POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"11,493"
2. Rashodi od kamata i slicni rashodi,"6,065"
3. NETO PRIHODI OD KAMATA (1- 2),"5,428"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,"1,517"
6. Troskovi rezervisanja,134
7. Prihodi od naknada i provizija,"9,510"
8. Rahodi naknada i provizija,"3,692"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"5,818"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,577
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,59
15. Troskovi zaposlenih,"4,460"
16. Opsti i administrativni troskovi,"4,838"
17. Troskovi amortizacije,538
18. Ostali rashodi,367
19. Ostali prihodi,170
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),197
21. Porez na prihod,-2
22. NETO PROFIT/GUBITAK (20 - 21),199
