POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"2,376"
2. Rashodi od kamata i slicni rashodi,949
3. NETO PRIHODI OD KAMATA (1- 2),"1,427"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,882
6. Troskovi rezervisanja,-3
7. Prihodi od naknada i provizija,"2,927"
8. Rahodi naknada i provizija,"1,324"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,602"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,328
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,-145
15. Troskovi zaposlenih,999
16. Opsti i administrativni troskovi,953
17. Troskovi amortizacije,138
18. Ostali rashodi,34
19. Ostali prihodi,31
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),242
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),242
