POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"21,620"
2. Prihodi od kamata na obezvrijedene plasmane,278
3. Rashodi od kamata i slicni rashodi,"1,290"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"20,608"
4. Prihodi od naknada i provizija,"11,490"
5. Rashodi naknada i provizija,"7,283"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"4,207"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,664
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",178
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,0
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,469
12. Ostali prihodi,"1,623"
13. Troskovi zaposlenih,"7,837"
14. Troskovi amortizacije,852
15. Opsti i administrativni troskovi,"5,492"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,871
18. Troskovi rezervisanja,500
19. Ostali rashodi,524
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"11,671"
21. Porez na dobit,"1,643"
22. NETO PROFIT/GUBITAK (III - 21),"10,028"
