,POZICIJA,IZNOS
PR 1.,Prihodi od kamata,"11,476"
,1) Depoziti,289
,2) Hartije od vrijednosti kupljene po ugovoru o ponovnoj prodaji,
,3) Krediti i lizing,"11,117"
,4) Hartije od vrijednosti koje se drze do dospijeca,10
,5) Ostali prihodi od kamata,60
RA 1.,Rashodi kamata,"3,684"
,1) Depoziti,"1,933"
,2) Hartije od vrijednosti prodate po ugovoru o rekupovini,
,3) Obaveze po uzetim kreditima i ostalim pozajmicama,
,4) Ostale pozajmice - dospjele obaveze,"1,574"
,5) Subordinisani dugovi,
,6) Ostali rashodi po kamatama,178
I.,NETO PRIHODI/RASHODI OD KAMATA (PR.1.-RA.1.),"7,791"
II.,Troskovi za gubitke,"2,865"
III.,NETO PRIHODI / RASHODI (I-II),"4,926"
PR 2.,Prihodi od naknada,"5,480"
,1) Naknade po kreditima,"2,060"
,2) Naknade po vanbilansnim poslovima,206
,3) Naknade za izvrsene usluge,"3,164"
,4) Ostale naknade,51
RA 2.,Rashodi od naknada,"1,160"
,1) Naknade po kreditima,211
,2) Naknade po vanbilansnim poslovima,
,3) Naknade za izvrsene usluge,392
,4) Ostale naknade,557
IV.,NETO PRIHODI / RASHODI OD NAKNADA (PR 2. - RA 2.),"4,319"
V.,NETO PRIHODI / RASHODI OD KAMATA I NAKNADA ( III+IV),"9,246"
PR 3.,Ostali prihodi,842
,1) Prihodi iz poslovanja sa devizama (neto),188
,2) Prihodi iz kursnih razlika ( revalorizacija ),16
,3) Prihodi po osnovu trgovine hartija od vrijednosti - neto dobitak / gubitak od hartija koje su raspolozive za prodaju ili se drze do dospijeca,35
,4) Ostali prihodi,604
RA 3.,Opsti troskovi,"8,767"
,1) Troskovi plata i doprinosa,"4,598"
,2) Troskovi poslovnog prostora i fiksne aktive,"2,541"
,3)Ostali troskovi,"1,628"
VI.,NETO PRIHODI / RASHODI PRIJE VANREDNIH STAVKI (V.+ PR3 - RA3),"1,320"
PR 4.,Vanredni prihodi,
RA 4.,Vanredni rashodi,2
VII.,NETO OSTALI VANREDNI PRIHODI I RASHODI (PR 4. - RA 4.),-2
VIII.,NETO PRIHODI / RASHODI POSLIJE VANREDNIH STAVKI (VI - VII),"1,318"
RA 5.,Porezi i doprinosi iz dobitka,129
IX.,NETO DOBITAK / GUBITAK (VIII - RA 5.),"1,189"
