POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"18,814"
2. Rashodi od kamata i slicni rashodi,"7,335"
3. NETO PRIHODI OD KAMATA (1- 2),"11,480"
4. Prihodi od dividendi,24
5. Troskovi obezvrjedjenja,203
6. Troskovi rezervisanja,-399
7. Prihodi od naknada i provizija,"3,919"
8. Rahodi naknada i provizija,"2,575"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,344"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,287
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,-27
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),-10
14. Neto gubici/dobici od kursnih razlika,-11
15. Troskovi zaposlenih,"3,655"
16. Opsti i administrativni troskovi,"2,134"
17. Troskovi amortizacije,623
18. Ostali rashodi,52
19. Ostali prihodi,152
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"6,971"
21. Porez na prihod,612
22. NETO PROFIT/GUBITAK (20 - 21),"6,359"
