POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"23,892"
2. Prihodi od kamata na obezvrijedene plasmane,30
3. Rashodi od kamata i slicni rashodi,"1,644"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"22,278"
4. Prihodi od naknada i provizija,"11,019"
5. Rashodi naknada i provizija,"7,924"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"3,094"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,450
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",-105
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),-96
10. Neto gubici/dobici od kursnih razlika,-25
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,15
12. Ostali prihodi,818
13. Troskovi zaposlenih,"6,655"
14. Troskovi amortizacije,"1,620"
15. Opsti i administrativni troskovi,"4,762"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"-1,750"
18. Troskovi rezervisanja,-325
19. Ostali rashodi,32
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"15,436"
21. Porez na dobit,"2,135"
22. NETO PROFIT/GUBITAK (III - 21),"13,301"
