POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"16,509"
2. Prihodi od kamata na obezvrijedene plasmane,175
3. Rashodi od kamata i slicni rashodi,817
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"15,867"
4. Prihodi od naknada i provizija,"9,245"
5. Rashodi naknada i provizija,"6,633"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"2,612"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,380
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",801
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,28
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,932
12. Ostali prihodi,990
13. Troskovi zaposlenih,"7,093"
14. Troskovi amortizacije,"1,314"
15. Opsti i administrativni troskovi,"3,939"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"-1,552"
18. Troskovi rezervisanja,-703
19. Ostali rashodi,40
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"11,478"
21. Porez na dobit,"1,330"
22. NETO PROFIT/GUBITAK (III - 21),"10,148"
