POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"14,390"
2. Prihodi od kamata na obezvrijedene plasmane,162
3. Rashodi od kamata i slicni rashodi,783
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"13,769"
4. Prihodi od naknada i provizija,"7,714"
5. Rashodi naknada i provizija,"5,422"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"2,291"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,620
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,15
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,456
12. Ostali prihodi,492
13. Troskovi zaposlenih,"4,720"
14. Troskovi amortizacije,"1,133"
15. Opsti i administrativni troskovi,"3,325"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"2,498"
18. Troskovi rezervisanja,134
19. Ostali rashodi,55
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"5,779"
21. Porez na dobit,791
22. NETO PROFIT/GUBITAK (III - 21),"4,988"
