POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"5,410"
2. Rashodi od kamata i slicni rashodi,"1,179"
3. NETO PRIHODI OD KAMATA (1- 2),"4,231"
4. Prihodi od dividendi,3
5. Troskovi obezvrjedjenja,342
6. Troskovi rezervisanja,-168
7. Prihodi od naknada i provizija,"1,696"
8. Rahodi naknada i provizija,"1,154"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),542
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,134
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,-1
15. Troskovi zaposlenih,"1,892"
16. Opsti i administrativni troskovi,931
17. Troskovi amortizacije,227
18. Ostali rashodi,14
19. Ostali prihodi,229
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"1,900"
21. Porez na prihod,-2
22. NETO PROFIT/GUBITAK (20 - 21),"1,903"
