POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"30,796"
2. Prihodi od kamata na obezvrijedene plasmane,291
3. Rashodi od kamata i slicni rashodi,"1,322"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"29,765"
4. Prihodi od naknada i provizija,"18,277"
5. Rashodi naknada i provizija,"12,717"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"5,560"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,"1,311"
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",24
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,0
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,511
12. Ostali prihodi,"1,031"
13. Troskovi zaposlenih,"11,271"
14. Troskovi amortizacije,"2,360"
15. Opsti i administrativni troskovi,"7,250"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"-1,145"
18. Troskovi rezervisanja,328
19. Ostali rashodi,89
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"18,047"
21. Porez na dobit,"2,550"
22. NETO PROFIT/GUBITAK (III - 21),"15,497"
