POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"22,416"
2. Prihodi od kamata na obezvrijedene plasmane,219
3. Rashodi od kamata i slicni rashodi,"1,079"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"21,557"
4. Prihodi od naknada i provizija,"13,740"
5. Rashodi naknada i provizija,"9,720"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"4,019"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,"1,004"
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",20
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,51
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,557
12. Ostali prihodi,698
13. Troskovi zaposlenih,"7,294"
14. Troskovi amortizacije,"1,740"
15. Opsti i administrativni troskovi,"5,009"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"-2,341"
18. Troskovi rezervisanja,171
19. Ostali rashodi,77
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"15,956"
21. Porez na dobit,"2,333"
22. NETO PROFIT/GUBITAK (III - 21),"13,622"
