POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"21,783"
2. Prihodi od kamata na obezvrijedene plasmane,171
3. Rashodi od kamata i slicni rashodi,"1,124"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"20,830"
4. Prihodi od naknada i provizija,"9,368"
5. Rashodi naknada i provizija,"6,674"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"2,695"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,-10
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",64
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,517
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,168
12. Ostali prihodi,702
13. Troskovi zaposlenih,"7,276"
14. Troskovi amortizacije,"1,431"
15. Opsti i administrativni troskovi,"5,246"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,88
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"4,004"
18. Troskovi rezervisanja,"2,724"
19. Ostali rashodi,246
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"3,951"
21. Porez na dobit,642
22. NETO PROFIT/GUBITAK (III - 21),"3,309"
