POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"16,216"
2. Prihodi od kamata na obezvrijedene plasmane,98
3. Rashodi od kamata i slicni rashodi,862
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"15,452"
4. Prihodi od naknada i provizija,"6,929"
5. Rashodi naknada i provizija,"4,939"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"1,990"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,-16
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",21
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,394
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,135
12. Ostali prihodi,501
13. Troskovi zaposlenih,"5,337"
14. Troskovi amortizacije,"1,054"
15. Opsti i administrativni troskovi,"3,737"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"3,869"
18. Troskovi rezervisanja,497
19. Ostali rashodi,229
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"3,755"
21. Porez na dobit,622
22. NETO PROFIT/GUBITAK (III - 21),"3,132"
