POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"14,591"
2. Prihodi od kamata na obezvrijedene plasmane,512
3. Rashodi od kamata i slicni rashodi,"1,432"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"13,670"
4. Prihodi od naknada i provizija,"7,607"
5. Rashodi naknada i provizija,"4,623"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"2,984"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,461
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",33
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,-7
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,348
12. Ostali prihodi,759
13. Troskovi zaposlenih,"5,464"
14. Troskovi amortizacije,658
15. Opsti i administrativni troskovi,"3,113"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,995
18. Troskovi rezervisanja,225
19. Ostali rashodi,90
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"7,703"
21. Porez na dobit,29
22. NETO PROFIT/GUBITAK (III - 21),"7,674"
