,POZICIJA,IZNOS
PR 1.,Prihodi od kamata,"21,703"
,1) Depoziti,369
,2) Hartije od vrijednosti kupljene po ugovoru o ponovnoj prodaji,
,3) Krediti i lizing,"21,039"
,4) Hartije od vrijednosti koje se drze do dospijeca,1
,5) Ostali prihodi od kamata,293
RA 1.,Rashodi kamata,"9,915"
,1) Depoziti,"6,351"
,2) Hartije od vrijednosti prodate po ugovoru o rekupovini,
,3) Obaveze po uzetim kreditima i ostalim pozajmicama,
,4) Ostale pozajmice - dospjele obaveze,"3,223"
,5) Subordinisani dugovi,
,6) Ostali rashodi po kamatama,342
I.,NETO PRIHODI/RASHODI OD KAMATA (PR.1.-RA.1.),"11,787"
II.,Troskovi za gubitke,"4,238"
III.,NETO PRIHODI / RASHODI (I-II),"7,549"
PR 2.,Prihodi od naknada,"7,415"
,1) Naknade po kreditima,"2,042"
,2) Naknade po vanbilansnim poslovima,388
,3) Naknade za izvrsene usluge,"4,846"
,4) Ostale naknade,139
RA 2.,Rashodi od naknada,"1,566"
,1) Naknade po kreditima,82
,2) Naknade po vanbilansnim poslovima,16
,3) Naknade za izvrsene usluge,524
,4) Ostale naknade,945
IV.,NETO PRIHODI / RASHODI OD NAKNADA (PR 2. - RA 2.),"5,849"
V.,NETO PRIHODI / RASHODI OD KAMATA I NAKNADA ( III+IV),"13,398"
PR 3.,Ostali prihodi,"1,243"
,1) Prihodi iz poslovanja sa devizama (neto),309
,2) Prihodi iz kursnih razlika ( revalorizacija ),10
,3) Prihodi po osnovu trgovine hartija od vrijednosti - neto dobitak / gubitak od hartija koje su raspolozive za prodaju ili se drze do dospijeca,367
,4) Ostali prihodi,557
RA 3.,Opsti troskovi,"10,901"
,1) Troskovi plata i doprinosa,"5,421"
,2) Troskovi poslovnog prostora i fiksne aktive,"3,402"
,3)Ostali troskovi,"2,078"
VI.,NETO PRIHODI / RASHODI PRIJE VANREDNIH STAVKI (V.+ PR3 - RA3),"3,740"
PR 4.,Vanredni prihodi,
RA 4.,Vanredni rashodi,
VII.,NETO OSTALI VANREDNI PRIHODI I RASHODI (PR 4. - RA 4.),
VIII.,NETO PRIHODI / RASHODI POSLIJE VANREDNIH STAVKI (VI - VII),"3,740"
RA 5.,Porezi i doprinosi iz dobitka,336
IX.,NETO DOBITAK / GUBITAK (VIII - RA 5.),"3,404"
