POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"11,683"
2. Prihodi od kamata na obezvrijedene plasmane,40
3. Rashodi od kamata i slicni rashodi,258
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"11,465"
4. Prihodi od naknada i provizija,"4,501"
5. Rashodi naknada i provizija,"3,477"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"1,024"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,223
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",-87
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),48
10. Neto gubici/dobici od kursnih razlika,0
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,48
12. Ostali prihodi,333
13. Troskovi zaposlenih,"2,934"
14. Troskovi amortizacije,747
15. Opsti i administrativni troskovi,"1,940"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,294
18. Troskovi rezervisanja,186
19. Ostali rashodi,23
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"6,929"
21. Porez na dobit,971
22. NETO PROFIT/GUBITAK (III - 21),"5,958"
