POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"10,711"
2. Rashodi od kamata i slicni rashodi,"2,243"
3. NETO PRIHODI OD KAMATA (1- 2),"8,468"
4. Prihodi od dividendi,3
5. Troskovi obezvrjedjenja,476
6. Troskovi rezervisanja,-278
7. Prihodi od naknada i provizija,"3,791"
8. Rahodi naknada i provizija,"2,388"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,403"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,300
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,5
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,-2
15. Troskovi zaposlenih,"3,845"
16. Opsti i administrativni troskovi,"2,000"
17. Troskovi amortizacije,454
18. Ostali rashodi,23
19. Ostali prihodi,397
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"4,054"
21. Porez na prihod,1
22. NETO PROFIT/GUBITAK (20 - 21),"4,053"
