POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"47,018"
2. Prihodi od kamata na obezvrijedene plasmane,127
3. Rashodi od kamata i slicni rashodi,"1,021"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"46,124"
4. Prihodi od naknada i provizija,"23,731"
5. Rashodi naknada i provizija,"16,701"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"7,029"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,959
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",-281
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),19
10. Neto gubici/dobici od kursnih razlika,17
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,790
12. Ostali prihodi,"1,408"
13. Troskovi zaposlenih,"12,672"
14. Troskovi amortizacije,"3,011"
15. Opsti i administrativni troskovi,"8,964"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"-1,896"
18. Troskovi rezervisanja,525
19. Ostali rashodi,120
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"32,670"
21. Porez na dobit,"4,915"
22. NETO PROFIT/GUBITAK (III - 21),"27,754"
