POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"19,927"
2. Prihodi od kamata na obezvrijedene plasmane,602
3. Rashodi od kamata i slicni rashodi,"1,881"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"18,648"
4. Prihodi od naknada i provizija,"10,283"
5. Rashodi naknada i provizija,"6,210"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"4,072"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,656
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",70
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,-10
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,722
12. Ostali prihodi,926
13. Troskovi zaposlenih,"7,415"
14. Troskovi amortizacije,859
15. Opsti i administrativni troskovi,"4,688"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"1,600"
18. Troskovi rezervisanja,267
19. Ostali rashodi,44
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"10,210"
21. Porez na dobit,177
22. NETO PROFIT/GUBITAK (III - 21),"10,033"
