POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"41,240"
2. Prihodi od kamata na obezvrijedene plasmane,202
3. Rashodi od kamata i slicni rashodi,975
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"40,467"
4. Prihodi od naknada i provizija,"22,515"
5. Rashodi naknada i provizija,"16,019"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"6,496"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,"1,111"
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",-78
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),-34
10. Neto gubici/dobici od kursnih razlika,-42
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,783
12. Ostali prihodi,"1,186"
13. Troskovi zaposlenih,"10,816"
14. Troskovi amortizacije,"2,313"
15. Opsti i administrativni troskovi,"7,608"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"-1,648"
18. Troskovi rezervisanja,"-1,374"
19. Ostali rashodi,117
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"32,056"
21. Porez na dobit,"5,446"
22. NETO PROFIT/GUBITAK (III - 21),"26,610"
