POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"18,938"
2. Prihodi od kamata na obezvrijedene plasmane,129
3. Rashodi od kamata i slicni rashodi,508
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"18,559"
4. Prihodi od naknada i provizija,"9,552"
5. Rashodi naknada i provizija,"7,061"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"2,491"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,584
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",-49
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),-5
10. Neto gubici/dobici od kursnih razlika,-32
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,237
12. Ostali prihodi,596
13. Troskovi zaposlenih,"5,251"
14. Troskovi amortizacije,"1,145"
15. Opsti i administrativni troskovi,"3,418"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,-534
18. Troskovi rezervisanja,185
19. Ostali rashodi,95
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"12,820"
21. Porez na dobit,"1,874"
22. NETO PROFIT/GUBITAK (III - 21),"10,947"
