POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"36,395"
2. Prihodi od kamata na obezvrijedene plasmane,40
3. Rashodi od kamata i slicni rashodi,"2,694"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"33,742"
4. Prihodi od naknada i provizija,"19,176"
5. Rashodi naknada i provizija,"13,822"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"5,354"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,669
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",-238
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),-124
10. Neto gubici/dobici od kursnih razlika,-26
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,531
12. Ostali prihodi,"1,158"
13. Troskovi zaposlenih,"9,915"
14. Troskovi amortizacije,"2,467"
15. Opsti i administrativni troskovi,"7,176"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,-851
18. Troskovi rezervisanja,"-1,169"
19. Ostali rashodi,80
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"23,448"
21. Porez na dobit,"3,331"
22. NETO PROFIT/GUBITAK (III - 21),"20,117"
