POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"7,936"
2. Rashodi od kamata i slicni rashodi,"2,686"
3. NETO PRIHODI OD KAMATA (1- 2),"5,250"
4. Prihodi od dividendi,2
5. Troskovi obezvrjedjenja,"2,130"
6. Troskovi rezervisanja,-102
7. Prihodi od naknada i provizija,"4,802"
8. Rahodi naknada i provizija,"1,284"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"3,518"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,20
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,131
15. Troskovi zaposlenih,"3,377"
16. Opsti i administrativni troskovi,"1,603"
17. Troskovi amortizacije,688
18. Ostali rashodi,113
19. Ostali prihodi,283
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"1,395"
21. Porez na prihod,-36
22. NETO PROFIT/GUBITAK (20 - 21),"1,431"
