POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"8,913"
2. Rashodi od kamata i slicni rashodi,"4,413"
3. NETO PRIHODI OD KAMATA (1- 2),"4,501"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,"1,374"
6. Troskovi rezervisanja,-99
7. Prihodi od naknada i provizija,"4,031"
8. Rahodi naknada i provizija,"1,492"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"2,539"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,141
15. Troskovi zaposlenih,"3,214"
16. Opsti i administrativni troskovi,"1,591"
17. Troskovi amortizacije,702
18. Ostali rashodi,149
19. Ostali prihodi,855
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"1,104"
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),"1,104"
