,POZICIJA,IZNOS
PR 1.,Prihodi od kamata,"24,096"
,1) Depoziti,124
,2) Hartije od vrijednosti kupljene po ugovoru o ponovnoj prodaji,
,3) Krediti i lizing,"21,837"
,4) Hartije od vrijednosti koje se drze do dospijeca,
,5) Ostali prihodi od kamata,"2,135"
RA 1.,Rashodi kamata,"16,101"
,1) Depoziti,"13,569"
,2) Hartije od vrijednosti prodate po ugovoru o rekupovini,2
,3) Obaveze po uzetim kreditima i ostalim pozajmicama,
,4) Ostale pozajmice - dospjele obaveze,"1,006"
,5) Subordinisani dugovi,
,6) Ostali rashodi po kamatama,"1,525"
I.,NETO PRIHODI/RASHODI OD KAMATA (PR.1.-RA.1.),"7,995"
II.,Troskovi za gubitke,"3,803"
III.,NETO PRIHODI / RASHODI (I-II),"4,192"
PR 2.,Prihodi od naknada,"15,118"
,1) Naknade po kreditima,"1,541"
,2) Naknade po vanbilansnim poslovima,623
,3) Naknade za izvrsene usluge,"12,086"
,4) Ostale naknade,867
RA 2.,Rashodi od naknada,"3,510"
,1) Naknade po kreditima,48
,2) Naknade po vanbilansnim poslovima,
,3) Naknade za izvrsene usluge,"2,191"
,4) Ostale naknade,"1,270"
IV.,NETO PRIHODI / RASHODI OD NAKNADA (PR 2. - RA 2.),"11,608"
V.,NETO PRIHODI / RASHODI OD KAMATA I NAKNADA ( III+IV),"15,800"
PR 3.,Ostali prihodi,"1,428"
,1) Prihodi iz poslovanja sa devizama (neto),912
,2) Prihodi iz kursnih razlika ( revalorizacija ),-38
,3) Prihodi po osnovu trgovine hartija od vrijednosti - neto dobitak / gubitak od hartija koje su raspolozive za prodaju ili se drze do dospijeca,
,4) Ostali prihodi,554
RA 3.,Opsti troskovi,"12,558"
,1) Troskovi plata i doprinosa,"6,427"
,2) Troskovi poslovnog prostora i fiksne aktive,"2,847"
,3)Ostali troskovi,"3,284"
VI.,NETO PRIHODI / RASHODI PRIJE VANREDNIH STAVKI (V.+ PR3 - RA3),"4,669"
PR 4.,Vanredni prihodi,
RA 4.,Vanredni rashodi,218
VII.,NETO OSTALI VANREDNI PRIHODI I RASHODI (PR 4. - RA 4.),-218
VIII.,NETO PRIHODI / RASHODI POSLIJE VANREDNIH STAVKI (VI - VII),"4,451"
RA 5.,Porezi i doprinosi iz dobitka,435
IX.,NETO DOBITAK / GUBITAK (VIII - RA 5.),"4,016"
