POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"38,394"
2. Prihodi od kamata na obezvrijedene plasmane,801
3. Rashodi od kamata i slicni rashodi,818
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"38,377"
4. Prihodi od naknada i provizija,"25,966"
5. Rashodi naknada i provizija,"15,560"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"10,405"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,"1,328"
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,33
12. Ostali prihodi,985
13. Troskovi zaposlenih,"13,037"
14. Troskovi amortizacije,"4,063"
15. Opsti i administrativni troskovi,"6,476"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,21
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"26,110"
18. Troskovi rezervisanja,"-21,028"
19. Ostali rashodi,147
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"22,303"
21. Porez na dobit,"3,102"
22. NETO PROFIT/GUBITAK (III - 21),"19,201"
