POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"12,872"
2. Rashodi od kamata i slicni rashodi,"2,144"
3. NETO PRIHODI OD KAMATA (1- 2),"10,728"
4. Prihodi od dividendi,5
5. Troskovi obezvrjedjenja,"5,691"
6. Troskovi rezervisanja,-250
7. Prihodi od naknada i provizija,"7,168"
8. Rahodi naknada i provizija,"2,722"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"4,446"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,79
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,320
15. Troskovi zaposlenih,"6,067"
16. Opsti i administrativni troskovi,"3,318"
17. Troskovi amortizacije,"1,375"
18. Ostali rashodi,80
19. Ostali prihodi,913
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),210
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),210
