POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"10,736"
2. Rashodi od kamata i slicni rashodi,307
3. NETO PRIHODI OD KAMATA (1- 2),"10,429"
4. Prihodi od dividendi,24
5. Troskovi obezvrjedjenja,"2,113"
6. Troskovi rezervisanja,-147
7. Prihodi od naknada i provizija,"7,037"
8. Rahodi naknada i provizija,"3,080"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"3,957"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,511
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,298
15. Troskovi zaposlenih,"5,909"
16. Opsti i administrativni troskovi,"3,238"
17. Troskovi amortizacije,"1,347"
18. Ostali rashodi,54
19. Ostali prihodi,"3,239"
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"5,944"
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),"5,944"
