POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"11,711"
2. Rashodi od kamata i slicni rashodi,"1,023"
3. NETO PRIHODI OD KAMATA (1- 2),"10,687"
4. Prihodi od dividendi,11
5. Troskovi obezvrjedjenja,"4,133"
6. Troskovi rezervisanja,586
7. Prihodi od naknada i provizija,"7,385"
8. Rahodi naknada i provizija,"2,883"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"4,502"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,-142
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,334
15. Troskovi zaposlenih,"6,141"
16. Opsti i administrativni troskovi,"3,338"
17. Troskovi amortizacije,"1,298"
18. Ostali rashodi,120
19. Ostali prihodi,498
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),273
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),273
