POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"17,132"
2. Rashodi od kamata i slicni rashodi,"1,368"
3. NETO PRIHODI OD KAMATA (1- 2),"15,764"
4. Prihodi od dividendi,11
5. Troskovi obezvrjedjenja,"7,026"
6. Troskovi rezervisanja,112
7. Prihodi od naknada i provizija,"11,978"
8. Rahodi naknada i provizija,"4,985"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"6,993"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,129
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,586
15. Troskovi zaposlenih,"9,263"
16. Opsti i administrativni troskovi,"5,015"
17. Troskovi amortizacije,"1,926"
18. Ostali rashodi,236
19. Ostali prihodi,"1,176"
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"1,082"
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),"1,082"
