Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"328,197"
2. Finansijska sredstva po amortizovanoj vrijednosti,"473,391"
2.a. Krediti i potrazivanja od banaka,"34,018"
2.b. Krediti i potrazivanja od klijenata,"236,812"
2.c. Hartije od vrijednosti,"200,539"
2.d. Ostala finansijska sredstva,"2,021"
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"5,875"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"5,875"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,
"10. Nekretnine, postrojenja i oprema","8,750"
11. Nematerijalna sredstva,"2,056"
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,109
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,"4,460"
16. UKUPNA SREDSTVA:,"822,839"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"719,833"
17.a. Depoziti banaka i centralnih banaka,"2,460"
17.b. Depoziti klijenata,"701,434"
17.c. Krediti banaka i centralnih banaka,
17.d. Krediti klijenata koji nijesu banke,"15,764"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,174
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,"1,068"
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,"1,178"
25. Odlozene poreske obaveze,
26. Ostale obaveze,"20,961"
27. Subordinisani dug,"17,348"
28. UKUPNE OBAVEZE:,"760,388"
Kapital,IZNOS
29. Akcijski kapital,"52,362"
30. Emisione premije,0
31. Nerasporedena dobit,"4,341"
32. Dobit/gubitak tekuce godine,"6,042"
33. Ostale rezerve,-294
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"62,451"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"822,839"
