Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"77,698"
2. Krediti i potrazivanja od banaka,"36,858"
3. Krediti i potrazivanja od klijenata,"191,875"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"84,540"
8.a. - raspolozive za prodaju,"67,385"
8.b. - koje se drze do dospijeca,"17,154"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,8
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,748"
13. Nematerijalna sredstva,"1,125"
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,25
16. Ostala finansijska potrazivanja,891
17. Ostala poslovna potrazivanja,"1,148"
18. UKUPNA SREDSTVA:,"395,916"
Obaveze,IZNOS
19. Depoziti banaka,557
20. Depoziti klijenata,"298,847"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"40,247"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"1,395"
28. Tekuce poreske obaveze,20
29. Odlozene poreske obaveze,33
30. Ostale obaveze,"8,514"
31. Subordinisani dug,"10,104"
32. UKUPNE OBAVEZE:,"359,719"
Kapital,IZNOS
33. Akcijski kapital,"16,006"
34. Emisione premije,"7,444"
35. Nerasporedjena dobit,"3,206"
36. Dobit/gubitak tekuce godine,"1,422"
37. Ostale rezerve,"8,120"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"36,197"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"395,916"
