Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"122,138"
2. Finansijska sredstva po amortizovanoj vrijednosti,"263,665"
2.a. Krediti i potrazivanja od banaka,"22,060"
2.b. Krediti i potrazivanja od klijenata,"239,712"
2.c. Hartije od vrijednosti,
2.d. Ostala finansijska sredstva,"1,893"
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"122,750"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"122,750"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",5
9. Investicione nekretnine,
"10. Nekretnine, postrojenja i oprema","6,100"
11. Nematerijalna sredstva,"1,949"
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,25
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,"2,418"
16. UKUPNA SREDSTVA:,"519,050"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"432,027"
17.a. Depoziti banaka i centralnih banaka,556
17.b. Depoziti klijenata,"411,997"
17.c. Krediti banaka i centralnih banaka,
17.d. Krediti klijenata koji nijesu banke,"19,438"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,36
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,"1,312"
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,
25. Odlozene poreske obaveze,209
26. Ostale obaveze,"13,183"
27. Subordinisani dug,"22,266"
28. UKUPNE OBAVEZE:,"468,998"
Kapital,IZNOS
29. Akcijski kapital,"16,006"
30. Emisione premije,"7,444"
31. Nerasporedena dobit,"25,405"
32. Dobit/gubitak tekuce godine,"2,425"
33. Ostale rezerve,"-1,227"
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"50,052"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"519,050"
