Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"24,658"
2. Krediti i potrazivanja od banaka,"57,031"
3. Krediti i potrazivanja od klijenata,"129,636"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"13,425"
8.a. - raspolozive za prodaju,673
8.b. - koje se drze do dospijeca,"12,752"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,8
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,723"
13. Nematerijalna sredstva,811
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,10
16. Ostala finansijska potrazivanja,487
17. Ostala poslovna potrazivanja,880
18. UKUPNA SREDSTVA:,"228,670"
Obaveze,IZNOS
19. Depoziti banaka,666
20. Depoziti klijenata,"169,684"
21. Pozajmljena sredstva od banaka,"20,070"
22. Pozajmljena sredstva od ostalih klijenata,"5,189"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"1,061"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"3,685"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"200,355"
Kapital,IZNOS
33. Akcijski kapital,"16,006"
34. Emisione premije,"7,444"
35. Nerasporedjena dobit,"1,311"
36. Dobit/gubitak tekuce godine,"1,860"
37. Ostale rezerve,"1,694"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"28,315"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"228,670"
