Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"97,753"
2. Krediti i potrazivanja od banaka,"81,002"
3. Krediti i potrazivanja od klijenata,"180,187"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"52,740"
8.a. - raspolozive za prodaju,"49,028"
8.b. - koje se drze do dospijeca,"3,712"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,8
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,871"
13. Nematerijalna sredstva,"1,078"
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,24
16. Ostala finansijska potrazivanja,941
17. Ostala poslovna potrazivanja,"1,080"
18. UKUPNA SREDSTVA:,"416,686"
Obaveze,IZNOS
19. Depoziti banaka,316
20. Depoziti klijenata,"325,450"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"39,615"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"1,403"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,29
30. Ostale obaveze,"6,389"
31. Subordinisani dug,"10,098"
32. UKUPNE OBAVEZE:,"383,300"
Kapital,IZNOS
33. Akcijski kapital,"16,006"
34. Emisione premije,"7,444"
35. Nerasporedjena dobit,
36. Dobit/gubitak tekuce godine,"2,380"
37. Ostale rezerve,"7,556"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"33,386"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"416,686"
