Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"17,900"
2. Krediti i potrazivanja od banaka,"40,301"
3. Krediti i potrazivanja od klijenata,"126,007"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"13,521"
8.a. - raspolozive za prodaju,328
8.b. - koje se drze do dospijeca,"13,193"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,8
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,769"
13. Nematerijalna sredstva,789
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,10
16. Ostala finansijska potrazivanja,265
17. Ostala poslovna potrazivanja,"1,246"
18. UKUPNA SREDSTVA:,"201,817"
Obaveze,IZNOS
19. Depoziti banaka,593
20. Depoziti klijenata,"144,646"
21. Pozajmljena sredstva od banaka,"18,487"
22. Pozajmljena sredstva od ostalih klijenata,"6,060"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"1,015"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"3,305"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"174,105"
Kapital,IZNOS
33. Akcijski kapital,"16,006"
34. Emisione premije,"7,444"
35. Nerasporedjena dobit,"1,311"
36. Dobit/gubitak tekuce godine,"1,250"
37. Ostale rezerve,"1,702"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"27,712"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"201,817"
