Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"67,725"
2. Krediti i potrazivanja od banaka,"46,203"
3. Krediti i potrazivanja od klijenata,"145,977"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"28,227"
8.a. - raspolozive za prodaju,"26,560"
8.b. - koje se drze do dospijeca,"1,666"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,8
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","2,032"
13. Nematerijalna sredstva,939
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,24
16. Ostala finansijska potrazivanja,601
17. Ostala poslovna potrazivanja,936
18. UKUPNA SREDSTVA:,"292,672"
Obaveze,IZNOS
19. Depoziti banaka,597
20. Depoziti klijenata,"215,318"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"29,674"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,711
28. Tekuce poreske obaveze,253
29. Odlozene poreske obaveze,29
30. Ostale obaveze,"4,519"
31. Subordinisani dug,"9,939"
32. UKUPNE OBAVEZE:,"261,041"
Kapital,IZNOS
33. Akcijski kapital,"16,006"
34. Emisione premije,"7,444"
35. Nerasporedjena dobit,
36. Dobit/gubitak tekuce godine,"2,454"
37. Ostale rezerve,"5,727"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"31,631"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"292,672"
