Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"24,418"
2. Krediti i potrazivanja od banaka,"44,641"
3. Krediti i potrazivanja od klijenata,"125,390"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"25,485"
8.a. - raspolozive za prodaju,"16,831"
8.b. - koje se drze do dospijeca,"8,654"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,8
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,731"
13. Nematerijalna sredstva,933
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,18
16. Ostala finansijska potrazivanja,691
17. Ostala poslovna potrazivanja,"1,104"
18. UKUPNA SREDSTVA:,"224,421"
Obaveze,IZNOS
19. Depoziti banaka,177
20. Depoziti klijenata,"164,208"
21. Pozajmljena sredstva od banaka,"20,394"
22. Pozajmljena sredstva od ostalih klijenata,"4,573"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,628
28. Tekuce poreske obaveze,15
29. Odlozene poreske obaveze,1
30. Ostale obaveze,"4,541"
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"194,537"
Kapital,IZNOS
33. Akcijski kapital,"16,006"
34. Emisione premije,"7,444"
35. Nerasporedjena dobit,"3,678"
36. Dobit/gubitak tekuce godine,830
37. Ostale rezerve,"1,925"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"29,884"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"224,421"
