Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"90,363"
2. Krediti i potrazivanja od banaka,"28,123"
3. Krediti i potrazivanja od klijenata,"207,755"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"71,406"
8.a. - raspolozive za prodaju,"52,254"
8.b. - koje se drze do dospijeca,"19,152"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,8
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,703"
13. Nematerijalna sredstva,"1,238"
14. Tekuca poreska sredstva,47
15. Odlozena poreska sredstva,25
16. Ostala finansijska potrazivanja,761
17. Ostala poslovna potrazivanja,"1,136"
18. UKUPNA SREDSTVA:,"402,565"
Obaveze,IZNOS
19. Depoziti banaka,919
20. Depoziti klijenata,"306,015"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"40,548"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"1,491"
28. Tekuce poreske obaveze,20
29. Odlozene poreske obaveze,33
30. Ostale obaveze,"6,924"
31. Subordinisani dug,"9,958"
32. UKUPNE OBAVEZE:,"365,909"
Kapital,IZNOS
33. Akcijski kapital,"16,006"
34. Emisione premije,"7,444"
35. Nerasporedjena dobit,"1,839"
36. Dobit/gubitak tekuce godine,"2,516"
37. Ostale rezerve,"8,852"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"36,656"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"402,565"
