Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"71,341"
2. Krediti i potrazivanja od banaka,"44,128"
3. Krediti i potrazivanja od klijenata,"189,111"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"55,812"
8.a. - raspolozive za prodaju,"42,734"
8.b. - koje se drze do dospijeca,"13,078"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,8
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,900"
13. Nematerijalna sredstva,949
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,24
16. Ostala finansijska potrazivanja,851
17. Ostala poslovna potrazivanja,"1,118"
18. UKUPNA SREDSTVA:,"365,242"
Obaveze,IZNOS
19. Depoziti banaka,"1,058"
20. Depoziti klijenata,"274,840"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"39,971"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,733
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,29
30. Ostale obaveze,"5,953"
31. Subordinisani dug,"9,944"
32. UKUPNE OBAVEZE:,"332,529"
Kapital,IZNOS
33. Akcijski kapital,"16,006"
34. Emisione premije,"7,444"
35. Nerasporedjena dobit,
36. Dobit/gubitak tekuce godine,"1,713"
37. Ostale rezerve,"7,551"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"32,713"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"365,242"
