Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"11,750"
2. Krediti i potrazivanja od banaka,"15,577"
3. Krediti i potrazivanja od klijenata,"39,716"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema",811
13. Nematerijalna sredstva,361
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,58
17. Ostala poslovna potrazivanja,36
18. UKUPNA SREDSTVA:,"68,307"
Obaveze,IZNOS
19. Depoziti banaka,3
20. Depoziti klijenata,"54,538"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"3,739"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,13
28. Tekuce poreske obaveze,10
29. Odlozene poreske obaveze,20
30. Ostale obaveze,324
31. Subordinisani dug,"2,007"
32. UKUPNE OBAVEZE:,"60,654"
Kapital,IZNOS
33. Akcijski kapital,"8,500"
34. Emisione premije,
35. Nerasporedjena dobit,-864
36. Dobit/gubitak tekuce godine,17
37. Ostale rezerve,
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"7,653"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"68,307"
