POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"1,791"
2. Rashodi od kamata i slicni rashodi,675
3. NETO PRIHODI OD KAMATA (1- 2),"1,116"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,3
6. Troskovi rezervisanja,5
7. Prihodi od naknada i provizija,148
8. Rahodi naknada i provizija,102
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),46
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,20
15. Troskovi zaposlenih,963
16. Opsti i administrativni troskovi,671
17. Troskovi amortizacije,380
18. Ostali rashodi,33
19. Ostali prihodi,0
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),-873
21. Porez na prihod,-9
22. NETO PROFIT/GUBITAK (20 - 21),-865
