POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,823
2. Rashodi od kamata i slicni rashodi,289
3. NETO PRIHODI OD KAMATA (1- 2),534
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,4
6. Troskovi rezervisanja,1
7. Prihodi od naknada i provizija,63
8. Rahodi naknada i provizija,45
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),18
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,8
15. Troskovi zaposlenih,470
16. Opsti i administrativni troskovi,308
17. Troskovi amortizacije,187
18. Ostali rashodi,9
19. Ostali prihodi,
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),-420
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),-420
