POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"1,994"
2. Rashodi od kamata i slicni rashodi,460
3. NETO PRIHODI OD KAMATA (1- 2),"1,535"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,961
6. Troskovi rezervisanja,-98
7. Prihodi od naknada i provizija,665
8. Rahodi naknada i provizija,345
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),320
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,325
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,14
15. Troskovi zaposlenih,"1,171"
16. Opsti i administrativni troskovi,844
17. Troskovi amortizacije,121
18. Ostali rashodi,33
19. Ostali prihodi,22
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),-816
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),-816
