POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"4,456"
2. Rashodi od kamata i slicni rashodi,"1,125"
3. NETO PRIHODI OD KAMATA (1- 2),"3,331"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,97
6. Troskovi rezervisanja,-54
7. Prihodi od naknada i provizija,"1,225"
8. Rahodi naknada i provizija,344
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),882
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,16
15. Troskovi zaposlenih,"1,682"
16. Opsti i administrativni troskovi,"1,175"
17. Troskovi amortizacije,217
18. Ostali rashodi,13
19. Ostali prihodi,63
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"1,161"
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),"1,161"
