POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"1,573"
2. Rashodi od kamata i slicni rashodi,474
3. NETO PRIHODI OD KAMATA (1- 2),"1,099"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,-322
6. Troskovi rezervisanja,3
7. Prihodi od naknada i provizija,382
8. Rahodi naknada i provizija,149
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),233
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,6
15. Troskovi zaposlenih,583
16. Opsti i administrativni troskovi,444
17. Troskovi amortizacije,64
18. Ostali rashodi,3
19. Ostali prihodi,52
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),615
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),615
