POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"4,023"
2. Rashodi od kamata i slicni rashodi,"1,095"
3. NETO PRIHODI OD KAMATA (1- 2),"2,928"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,379
6. Troskovi rezervisanja,-28
7. Prihodi od naknada i provizija,"1,138"
8. Rahodi naknada i provizija,493
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),645
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,31
15. Troskovi zaposlenih,"1,912"
16. Opsti i administrativni troskovi,"1,289"
17. Troskovi amortizacije,222
18. Ostali rashodi,31
19. Ostali prihodi,15
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),-186
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),-186
