,POZICIJA,IZNOS
PR 1.,Prihodi od kamata,"1,117"
,1) Depoziti,
,2) Hartije od vrijednosti kupljene po ugovoru o ponovnoj prodaji,
,3) Krediti i lizing,"1,080"
,4) Hartije od vrijednosti koje se drze do dospijeca,25
,5) Ostali prihodi od kamata,12
RA 1.,Rashodi kamata,146
,1) Depoziti,124
,2) Hartije od vrijednosti prodate po ugovoru o rekupovini,
,3) Obaveze po uzetim kreditima i ostalim pozajmicama,
,4) Ostale pozajmice - dospjele obaveze,21
,5) Subordinisani dugovi,
,6) Ostali rashodi po kamatama,1
I.,NETO PRIHODI/RASHODI OD KAMATA (PR.1.-RA.1.),972
II.,Troskovi za gubitke,111
III.,NETO PRIHODI / RASHODI (I-II),861
PR 2.,Prihodi od naknada,"1,397"
,1) Naknade po kreditima,238
,2) Naknade po vanbilansnim poslovima,117
,3) Naknade za izvrsene usluge,655
,4) Ostale naknade,386
RA 2.,Rashodi od naknada,75
,1) Naknade po kreditima,
,2) Naknade po vanbilansnim poslovima,
,3) Naknade za izvrsene usluge,73
,4) Ostale naknade,2
IV.,NETO PRIHODI / RASHODI OD NAKNADA (PR 2. - RA 2.),"1,322"
V.,NETO PRIHODI / RASHODI OD KAMATA I NAKNADA ( III+IV),"2,182"
PR 3.,Ostali prihodi,132
,1) Prihodi iz poslovanja sa devizama (neto),7
,2) Prihodi iz kursnih razlika ( revalorizacija ),93
,3) Prihodi po osnovu trgovine hartija od vrijednosti - neto dobitak / gubitak od hartija koje su raspolozive za prodaju ili se drze do dospijeca,
,4) Ostali prihodi,32
RA 3.,Opsti troskovi,"1,479"
,1) Troskovi plata i doprinosa,863
,2) Troskovi poslovnog prostora i fiksne aktive,309
,3)Ostali troskovi,307
VI.,NETO PRIHODI / RASHODI PRIJE VANREDNIH STAVKI (V.+ PR3 - RA3),835
PR 4.,Vanredni prihodi,
RA 4.,Vanredni rashodi,
VII.,NETO OSTALI VANREDNI PRIHODI I RASHODI (PR 4. - RA 4.),
VIII.,NETO PRIHODI / RASHODI POSLIJE VANREDNIH STAVKI (VI - VII),835
RA 5.,Porezi i doprinosi iz dobitka,41
IX.,NETO DOBITAK / GUBITAK (VIII - RA 5.),794
