POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"6,171"
2. Rashodi od kamata i slicni rashodi,"1,851"
3. NETO PRIHODI OD KAMATA (1- 2),"4,320"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,-321
6. Troskovi rezervisanja,103
7. Prihodi od naknada i provizija,"1,727"
8. Rahodi naknada i provizija,631
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,097"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,76
15. Troskovi zaposlenih,"2,434"
16. Opsti i administrativni troskovi,"1,832"
17. Troskovi amortizacije,301
18. Ostali rashodi,20
19. Ostali prihodi,142
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"1,264"
21. Porez na prihod,140
22. NETO PROFIT/GUBITAK (20 - 21),"1,124"
