POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"2,892"
2. Rashodi od kamata i slicni rashodi,645
3. NETO PRIHODI OD KAMATA (1- 2),"2,247"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,"1,283"
6. Troskovi rezervisanja,33
7. Prihodi od naknada i provizija,"1,036"
8. Rahodi naknada i provizija,562
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),474
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,433
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,22
15. Troskovi zaposlenih,"1,764"
16. Opsti i administrativni troskovi,"1,272"
17. Troskovi amortizacije,177
18. Ostali rashodi,70
19. Ostali prihodi,38
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"-1,385"
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),"-1,385"
