POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"4,662"
2. Rashodi od kamata i slicni rashodi,"1,405"
3. NETO PRIHODI OD KAMATA (1- 2),"3,258"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,-644
6. Troskovi rezervisanja,0
7. Prihodi od naknada i provizija,"1,318"
8. Rahodi naknada i provizija,457
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),862
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,53
15. Troskovi zaposlenih,"1,760"
16. Opsti i administrativni troskovi,"1,278"
17. Troskovi amortizacije,214
18. Ostali rashodi,20
19. Ostali prihodi,62
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"1,605"
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),"1,605"
