,POZICIJA,IZNOS
PR 1.,Prihodi od kamata,614
,1) Depoziti,100
,2) Hartije od vrijednosti kupljene po ugovoru o ponovnoj prodaji,
,3) Krediti i lizing,507
,4) Hartije od vrijednosti koje se drze do dospijeca,
,5) Ostali prihodi od kamata,7
RA 1.,Rashodi kamata,94
,1) Depoziti,90
,2) Hartije od vrijednosti prodate po ugovoru o rekupovini,
,3) Obaveze po uzetim kreditima i ostalim pozajmicama,
,4) Ostale pozajmice - dospjele obaveze,3
,5) Subordinisani dugovi,
,6) Ostali rashodi po kamatama,
I.,NETO PRIHODI/RASHODI OD KAMATA (PR.1.-RA.1.),520
II.,Troskovi za gubitke,-2
III.,NETO PRIHODI / RASHODI (I-II),522
PR 2.,Prihodi od naknada,495
,1) Naknade po kreditima,52
,2) Naknade po vanbilansnim poslovima,11
,3) Naknade za izvrsene usluge,225
,4) Ostale naknade,207
RA 2.,Rashodi od naknada,55
,1) Naknade po kreditima,
,2) Naknade po vanbilansnim poslovima,
,3) Naknade za izvrsene usluge,55
,4) Ostale naknade,
IV.,NETO PRIHODI / RASHODI OD NAKNADA (PR 2. - RA 2.),441
V.,NETO PRIHODI / RASHODI OD KAMATA I NAKNADA ( III+IV),962
PR 3.,Ostali prihodi,108
,1) Prihodi iz poslovanja sa devizama (neto),11
,2) Prihodi iz kursnih razlika ( revalorizacija ),-9
,3) Prihodi po osnovu trgovine hartija od vrijednosti - neto dobitak / gubitak od hartija koje su raspolozive za prodaju ili se drze do dospijeca,
,4) Ostali prihodi,106
RA 3.,Opsti troskovi,613
,1) Troskovi plata i doprinosa,359
,2) Troskovi poslovnog prostora i fiksne aktive,146
,3)Ostali troskovi,108
VI.,NETO PRIHODI / RASHODI PRIJE VANREDNIH STAVKI (V.+ PR3 - RA3),457
PR 4.,Vanredni prihodi,413
RA 4.,Vanredni rashodi,
VII.,NETO OSTALI VANREDNI PRIHODI I RASHODI (PR 4. - RA 4.),413
VIII.,NETO PRIHODI / RASHODI POSLIJE VANREDNIH STAVKI (VI - VII),870
RA 5.,Porezi i doprinosi iz dobitka,26
IX.,NETO DOBITAK / GUBITAK (VIII - RA 5.),844
