POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"18,704"
2. Rashodi od kamata i slicni rashodi,"3,981"
3. NETO PRIHODI OD KAMATA (1- 2),"14,723"
4. Prihodi od dividendi,2
5. Troskovi obezvrjedjenja,"2,207"
6. Troskovi rezervisanja,514
7. Prihodi od naknada i provizija,"3,598"
8. Rahodi naknada i provizija,"2,010"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,588"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,308
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,213
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,-60
15. Troskovi zaposlenih,"5,544"
16. Opsti i administrativni troskovi,"3,270"
17. Troskovi amortizacije,938
18. Ostali rashodi,150
19. Ostali prihodi,"1,131"
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"5,282"
21. Porez na prihod,488
22. NETO PROFIT/GUBITAK (20 - 21),"4,794"
