POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"11,353"
2. Rashodi od kamata i slicni rashodi,"1,829"
3. NETO PRIHODI OD KAMATA (1- 2),"9,524"
4. Prihodi od dividendi,3
5. Troskovi obezvrjedjenja,664
6. Troskovi rezervisanja,448
7. Prihodi od naknada i provizija,"2,828"
8. Rahodi naknada i provizija,"1,351"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,477"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,235
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,102
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,-10
15. Troskovi zaposlenih,"3,909"
16. Opsti i administrativni troskovi,"2,435"
17. Troskovi amortizacije,528
18. Ostali rashodi,50
19. Ostali prihodi,428
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"3,725"
21. Porez na prihod,359
22. NETO PROFIT/GUBITAK (20 - 21),"3,366"
