POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"25,877"
2. Prihodi od kamata na obezvrijedene plasmane,597
3. Rashodi od kamata i slicni rashodi,"2,923"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"23,551"
4. Prihodi od naknada i provizija,"7,178"
5. Rashodi naknada i provizija,"3,525"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"3,654"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,413
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,6
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,6
12. Ostali prihodi,970
13. Troskovi zaposlenih,"8,696"
14. Troskovi amortizacije,"1,748"
15. Opsti i administrativni troskovi,"5,388"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,-53
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"4,954"
18. Troskovi rezervisanja,7
19. Ostali rashodi,204
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"7,655"
21. Porez na dobit,726
22. NETO PROFIT/GUBITAK (III - 21),"6,929"
