POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"6,337"
2. Rashodi od kamata i slicni rashodi,"1,452"
3. NETO PRIHODI OD KAMATA (1- 2),"4,885"
4. Prihodi od dividendi,1
5. Troskovi obezvrjedjenja,165
6. Troskovi rezervisanja,-30
7. Prihodi od naknada i provizija,"1,203"
8. Rahodi naknada i provizija,920
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),283
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,90
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,296
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,-10
15. Troskovi zaposlenih,"2,037"
16. Opsti i administrativni troskovi,"1,160"
17. Troskovi amortizacije,322
18. Ostali rashodi,67
19. Ostali prihodi,265
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"2,087"
21. Porez na prihod,164
22. NETO PROFIT/GUBITAK (20 - 21),"1,923"
