POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"16,400"
2. Prihodi od kamata na obezvrijedene plasmane,271
3. Rashodi od kamata i slicni rashodi,"2,126"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"14,544"
4. Prihodi od naknada i provizija,"5,193"
5. Rashodi naknada i provizija,"2,879"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"2,314"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,397
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,-45
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,-30
12. Ostali prihodi,455
13. Troskovi zaposlenih,"5,237"
14. Troskovi amortizacije,"1,053"
15. Opsti i administrativni troskovi,"3,347"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,-84
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,-932
18. Troskovi rezervisanja,-15
19. Ostali rashodi,108
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"8,921"
21. Porez na dobit,"1,295"
22. NETO PROFIT/GUBITAK (III - 21),"7,627"
