POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"11,613"
2. Prihodi od kamata na obezvrijedene plasmane,132
3. Rashodi od kamata i slicni rashodi,"1,286"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"10,459"
4. Prihodi od naknada i provizija,"3,064"
5. Rashodi naknada i provizija,"1,617"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"1,448"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,"1,743"
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,310
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,-20
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,-19
12. Ostali prihodi,525
13. Troskovi zaposlenih,"3,886"
14. Troskovi amortizacije,691
15. Opsti i administrativni troskovi,"2,469"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,173
18. Troskovi rezervisanja,-1
19. Ostali rashodi,116
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15+16+17+18-19,"7,110"
21. Porez na dobit,593
22. NETO PROFIT/GUBITAK (III - 21),"6,517"
