POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"8,012"
2. Prihodi od kamata na obezvrijedene plasmane,141
3. Rashodi od kamata i slicni rashodi,"1,058"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"7,095"
4. Prihodi od naknada i provizija,"2,452"
5. Rashodi naknada i provizija,"1,467"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),985
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,205
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,-42
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,-27
12. Ostali prihodi,220
13. Troskovi zaposlenih,"2,541"
14. Troskovi amortizacije,522
15. Opsti i administrativni troskovi,"1,576"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,-26
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,-18
18. Troskovi rezervisanja,-9
19. Ostali rashodi,52
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"3,798"
21. Porez na dobit,523
22. NETO PROFIT/GUBITAK (III - 21),"3,275"
